更新时间,#genre#
求索动物,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000009/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000009&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%252BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%252B1jdEuQbkbVfP0%252BQVS1eLxxH%252B1%252F3Kt9dlQ%253D%253D$IPV4『线路11』
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281$IPV6『线路1』
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281$IPV6『线路2』
求索生活,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281$IPV6『线路3』
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8$IPV6『线路4』
求索生活,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000004000000008/index.m3u8$IPV6『线路5』
求索生活,http://[2409:8087:5e01:24::16]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281$IPV6『线路6』
求索生活,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IAShttpSessionId=OTT19019320240419154124000281$IPV6『线路7』
求索生活,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000008/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000008&IASHttpSessionId=OTT19019320240419154124000281$IPV6『线路8』
求索生活,http://156.251.217.33:5050/itv/wasusyt/6000000002000003382$IPV4『线路9』
求索生活,http://183.236.154.133:8601/udp/239.10.0.86:1025$IPV4『线路10』
求索生活,http://120.237.51.220:8601/udp/239.10.0.86:1025$IPV4『线路11』
求索生活,http://61.145.208.119:9090/udp/239.77.0.153:5146$IPV4『线路12』
求索生活,http://119.135.1.64:9999/udp/239.10.0.86:1025$IPV4『线路13』
求索生活,http://mail.bfgpay.cn:2052/udp/239.77.0.153:5146$IPV4『线路14』
求索生活,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000008/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000008&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%252BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%252B1jdEuQbkbVfP0%252BQVS1eLxxH%252B1%252F3Kt9dlQ%253D%253D$IPV4『线路15』
求索生活,http://gslbserv.itv.cmvideo.cn:80/6000000002000003382/1.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=3$IPV4『线路16』
世界地理,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226947/index.m3u8$IPV6『线路1』
世界地理,http://27.16.160.149:3520/udp/239.69.1.91:10186$IPV4『线路2』
世界地理,http://58.52.242.54:8888/udp/239.69.1.91:10186$IPV4『线路3』
世界地理,http://119.98.99.124:5555/udp/239.69.1.91:10186$IPV4『线路4』
世界地理,http://111.172.5.4:8888/udp/239.69.1.91:10186$IPV4『线路5』
世界地理,http://59.174.227.133:8880/udp/239.69.1.91:10186$IPV4『线路6』
世界地理,http://119.98.37.169:85/udp/239.69.1.91:10186$IPV4『线路7』
世界地理,http://60.7.56.50:4000/udp/239.253.92.113:8066$IPV4『线路8』
世界地理,http://121.29.138.17:4022/rtp/239.253.92.113:8066$IPV4『线路9』
兵器科技,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226975/index.m3u8$IPV6『线路1』
兵器科技,http://27.16.160.149:3520/udp/239.69.1.79:10114$IPV4『线路2』
兵器科技,http://58.52.242.54:8888/udp/239.69.1.79:10114$IPV4『线路3』
兵器科技,http://119.98.99.124:5555/udp/239.69.1.79:10114$IPV4『线路4』
兵器科技,http://59.174.227.133:8880/udp/239.69.1.79:10114$IPV4『线路5』
兵器科技,http://111.172.5.4:8888/udp/239.69.1.79:10114$IPV4『线路6』
兵器科技,http://119.98.37.169:85/udp/239.69.1.79:10114$IPV4『线路7』
兵器科技,http://60.7.56.50:4000/udp/239.253.92.119:8065$IPV4『线路8』
兵器科技,http://121.29.138.17:4022/rtp/239.253.92.119:8065$IPV4『线路9』
第一剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226959/index.m3u8$IPV6『线路1』
第一剧场,http://27.16.160.149:3520/udp/239.69.1.74:10084$IPV4『线路2』
第一剧场,http://58.52.242.54:8888/udp/239.69.1.74:10084$IPV4『线路3』
第一剧场,http://119.98.99.124:5555/udp/239.69.1.74:10084$IPV4『线路4』
第一剧场,http://154.12.55.21/zb/zb.php?id=239.253.93.138:6428$IPV4『线路5』
第一剧场,http://59.174.227.133:8880/udp/239.69.1.74:10084$IPV4『线路6』
第一剧场,http://111.172.5.4:8888/udp/239.69.1.74:10084$IPV4『线路7』
第一剧场,http://119.98.37.169:85/udp/239.69.1.74:10084$IPV4『线路8』
第一剧场,http://60.7.56.50:4000/udp/239.253.92.18:6079$IPV4『线路9』
第一剧场,http://121.29.138.17:4022/rtp/239.253.92.18:6079$IPV4『线路10』
第一剧场,http://154.12.55.21/zb/zb.php?id=239.253.92.18:6079$IPV4『线路11』
风云剧场,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226950/index.m3u8$IPV6『线路1』
风云剧场,http://123.180.177.20:16000/udp/239.253.93.251:6429$IPV4『线路2』
风云剧场,http://123.180.177.20:16000/udp/239.253.92.22:6073$IPV4『线路3』
风云剧场,http://60.7.56.50:4000/udp/239.253.92.22:6073$IPV4『线路4』
风云剧场,http://121.29.138.17:4022/rtp/239.253.92.22:6073$IPV4『线路5』
风云剧场,http://106.115.24.158:9999/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&down=1$IPV4『线路6』
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2$IPV6『线路1』
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8$IPV6『线路2』
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8$IPV6『线路3』
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2$IPV6『线路4』
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2$IPV6『线路5』
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8$IPV6『线路6』
风云足球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226984/index.m3u8$IPV6『线路7』
风云足球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077160c04a/1.m3u8?m3u8_level=2$IPV6『线路8』
风云足球,http://58.52.242.54:8888/udp/239.69.1.81:10126$IPV4『线路9』
风云足球,http://27.16.160.149:3520/udp/239.69.1.81:10126$IPV4『线路10』
风云足球,http://59.174.227.133:8880/udp/239.69.1.81:10126$IPV4『线路11』
风云足球,http://119.98.99.124:5555/udp/239.69.1.81:10126$IPV4『线路12』
风云足球,http://111.172.5.4:8888/udp/239.69.1.81:10126$IPV4『线路13』
风云足球,http://154.12.55.21/zb/zb.php?id=239.253.93.254:6432$IPV4『线路14』
风云足球,http://119.98.37.169:85/udp/239.69.1.81:10126$IPV4『线路15』
风云足球,http://154.12.55.21/zb/zb.php?id=239.253.92.110:8061$IPV4『线路16』
风云足球,http://106.115.24.158:9999/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1$IPV4『线路17』
风云足球,http://58.52.242.54:8888/udp/239.69.1.81:10126$IPV4『线路18』
风云足球,http://27.16.160.149:3520/udp/239.69.1.81:10126$IPV4『线路19』
风云足球,http://59.174.227.133:8880/udp/239.69.1.81:10126$IPV4『线路20』
风云足球,http://119.98.99.124:5555/udp/239.69.1.81:10126$IPV4『线路21』
风云足球,http://111.172.5.4:8888/udp/239.69.1.81:10126$IPV4『线路22』
风云足球,http://154.12.55.21/zb/zb.php?id=239.253.93.254:6432$IPV4『线路23』
风云足球,http://119.98.37.169:85/udp/239.69.1.81:10126$IPV4『线路24』
风云足球,http://154.12.55.21/zb/zb.php?id=239.253.92.110:8061$IPV4『线路25』
风云足球,http://106.115.24.158:9999/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1$IPV4『线路26』
风云音乐,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226953/index.m3u8$IPV6『线路1』
风云音乐,http://119.98.37.169:85/udp/239.69.1.90:10180$IPV4『线路2』
风云音乐,http://58.52.242.54:8888/udp/239.69.1.90:10180$IPV4『线路3』
风云音乐,http://27.16.160.149:3520/udp/239.69.1.90:10180$IPV4『线路4』
风云音乐,http://111.172.5.4:8888/udp/239.69.1.90:10180$IPV4『线路5』
风云音乐,http://59.174.227.133:8880/udp/239.69.1.90:10180$IPV4『线路6』
风云音乐,http://119.98.99.124:5555/udp/239.69.1.90:10180$IPV4『线路7』
风云音乐,http://154.12.55.21/zb/zb.php?id=239.253.93.253:6431$IPV4『线路8』
风云音乐,http://60.7.56.50:4000/udp/239.253.92.111:8060$IPV4『线路9』
风云音乐,http://121.29.138.17:4022/rtp/239.253.92.111:8060$IPV4『线路10』
风云音乐,http://154.12.55.21/zb/zb.php?id=239.253.92.111:8060$IPV4『线路11』
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8$IPV6『线路1』
央视台球,http://[2409:8087:7001:20:2::3]:80/dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221226956/index.m3u8$IPV6『线路2』
央视台球,http://123.180.177.20:16000/udp/239.253.93.231:6409$IPV4『线路3』
央视台球,http://119.98.37.169:85/udp/239.69.1.98:10224$IPV4『线路4』
央视台球,http://27.16.160.149:3520/udp/239.69.1.98:10224$IPV4『线路5』
央视台球,http://119.98.99.124:5555/udp/239.69.1.98:10224$IPV4『线路6』
央视台球,http://111.172.5.4:8888/udp/239.69.1.98:10224$IPV4『线路7』
央视台球,http://59.174.227.133:8880/udp/239.69.1.98:10224$IPV4『线路8』
央视台球,http://58.52.242.54:8888/udp/239.69.1.98:10224$IPV4『线路9』
央视,#genre#
CCTV1,http://111.225.114.206:808/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
CCTV1,http://111.225.114.31:808/home/storager/6bbc84c2-18fb-444e-a900-d7ed884a2731/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV1,http://123.163.114.11:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV1,http://119.129.173.196:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV1,http://119.129.173.153:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV1,http://223.159.8.182:8099/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
CCTV1,http://36.40.237.190:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV2,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002135/index.m3u8$IPV6『线路1』
CCTV2,http://123.163.114.11:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV2,http://111.225.114.206:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV2,http://111.225.114.31:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV2,http://121.19.134.227:808/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV2,http://119.129.173.196:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV2,http://119.129.173.153:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
CCTV2,http://223.159.8.182:8099/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
CCTV2,http://36.40.237.190:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路9』
CCTV3,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225799/index.m3u8$IPV6『线路1』
CCTV3,http://[2409:8087:1a01:df::4041]:80/TVOD/88888888/224/3221225799/main.m3u8$IPV6『线路2』
CCTV3,http://121.19.134.227:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV3,http://123.163.114.11:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV3,http://119.129.173.153:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV3,http://119.129.173.196:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV3,http://111.225.114.206:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
CCTV3,http://111.225.114.31:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
CCTV3,http://223.159.8.182:8099/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路9』
CCTV3,http://36.40.237.190:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路10』
CCTV4,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002173/index.m3u8$IPV6『线路1』
CCTV4,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226652/index.m3u8$IPV6『线路2』
CCTV4,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/8/3221226007/index.m3u8$IPV6『线路3』
CCTV4,http://111.225.114.31:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV4,http://111.225.114.206:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV4,http://123.163.114.11:85/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV4,http://119.129.173.196:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
CCTV4,http://119.129.173.153:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
CCTV4,http://223.159.8.182:8099/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路9』
CCTV4,http://36.40.237.190:9999/tsfile/live/1004_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路10』
CCTV4,http://121.19.134.227:808/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路11』
CCTV4欧洲,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226539/index.m3u8$IPV6
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$IPV6『线路1』
CCTV5,http://123.163.114.11:85/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV5,http://111.225.114.206:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV5,http://119.129.173.153:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV5,http://119.129.173.196:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV5,http://111.225.114.31:808/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV5,http://223.159.8.182:8099/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV5,http://36.40.237.190:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
CCTV5+,http://[2409:8087:1a01:df::4003]:80/TVOD/88888888/224/3221225507/main.m3u8$IPV6『线路1』
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8?$IPV6『线路2』
CCTV5+,http://111.225.114.31:808/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV5+,http://111.225.114.206:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV5+,http://121.19.134.227:808/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV6,http://[2409:8087:74d9:21::6]:80/270000001128/9900000006/index.m3u8$IPV6『线路1』
CCTV6,http://119.129.173.196:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV6,http://119.129.173.153:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV6,http://111.225.114.206:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV6,http://111.225.114.31:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV6,http://223.159.8.182:8099/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
CCTV6,http://36.40.237.190:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV6,http://121.19.134.227:808/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
CCTV6,http://123.163.114.11:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路9』
CCTV7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8$IPV6『线路1』
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$IPV6『线路2』
CCTV7,http://123.163.114.11:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV7,http://223.159.8.182:8099/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路4』
CCTV7,http://36.40.237.190:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路5』
CCTV8,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226150/index.m3u8$IPV6『线路1』
CCTV8,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226150/index.m3u8$IPV6『线路2』
CCTV8,http://123.163.114.11:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV8,http://119.129.173.196:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV8,http://119.129.173.153:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV8,http://223.159.8.182:8099/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
CCTV8,http://36.40.237.190:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV8,http://121.19.134.227:808/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
CCTV9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8?$IPV6『线路1』
CCTV9,http://119.129.173.196:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV9,http://119.129.173.153:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV9,http://223.159.8.182:8099/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路4』
CCTV9,http://36.40.237.190:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路5』
CCTV9,http://123.163.114.11:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV10,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002146/index.m3u8$IPV6『线路1』
CCTV10,http://111.225.114.206:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV10,http://111.225.114.31:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV10,http://123.163.114.11:85/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV10,http://121.19.134.227:808/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV10,http://119.129.173.196:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV10,http://119.129.173.153:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
CCTV10,http://223.159.8.182:8099/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
CCTV10,http://36.40.237.190:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路9』
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$IPV6『线路1』
CCTV11,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226541/index.m3u8$IPV6『线路2』
CCTV11,http://111.225.114.31:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV11,http://123.163.114.11:85/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV11,http://111.225.114.206:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV11,http://119.129.173.153:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV11,http://119.129.173.196:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路7』
CCTV11,http://223.159.8.182:8099/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
CCTV11,http://36.40.237.190:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路9』
CCTV11,http://121.19.134.227:808/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路10』
CCTV12,http://123.163.114.11:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
CCTV12,http://111.225.114.206:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV12,http://111.225.114.31:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV12,http://119.129.173.196:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV12,http://119.129.173.153:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV12,http://223.159.8.182:8099/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路6』
CCTV12,http://36.40.237.190:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV12,http://121.19.134.227:808/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路8』
CCTV13,http://111.225.114.206:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
CCTV13,http://111.225.114.31:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV13,http://123.163.114.11:85/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV13,http://121.19.134.227:808/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV13,http://119.129.173.196:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV13,http://119.129.173.153:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV13,http://223.159.8.182:8099/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV13,http://36.40.237.190:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
CCTV14,http://121.19.134.227:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路1』
CCTV14,http://111.225.114.31:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV14,http://111.225.114.206:808/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV14,http://123.163.114.11:85/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV14,http://119.129.173.153:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV14,http://119.129.173.196:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV14,http://223.159.8.182:8099/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV14,http://36.40.237.190:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
CCTV15,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8$IPV6『线路1』
CCTV15,http://123.163.114.11:85/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路2』
CCTV15,http://111.225.114.206:808/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路3』
CCTV15,http://111.225.114.31:808/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路4』
CCTV15,http://119.129.173.153:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路5』
CCTV15,http://119.129.173.196:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4『线路6』
CCTV15,http://223.159.8.182:8099/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路7』
CCTV15,http://36.40.237.190:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4『线路8』
